,Probe,Af_out
70568,cg03490923,1
70580,cg03491970,1
70587,cg03492460,1
70606,cg03493513,1
70620,cg03494430,1
70657,cg03496520,1
70663,cg03496777,1
70667,cg03497133,1
70675,cg03497716,1
70687,cg03498228,1
70705,cg03499161,1
70711,cg03499639,1
70719,cg03500117,1
70724,cg03500585,1
70725,cg03500611,1
70733,cg03500977,1
70752,cg03502353,1
70779,cg03503812,1
70785,cg03504005,1
70793,cg03504446,1
70799,cg03505125,1
70801,cg03505225,1
70805,cg03505448,1
70809,cg03505616,1
70810,cg03505638,1
70812,cg03505772,1
70824,cg03506316,1
70841,cg03507085,1
70842,cg03507113,1
70868,cg03508348,1
70913,cg03510352,1
70927,cg03511266,1
70937,cg03511692,1
70941,cg03511766,1
70964,cg03512577,1
70972,cg03513049,1
70984,cg03513482,1
70989,cg03513682,1
70995,cg03513962,1
71009,cg03514928,1
71028,cg03515816,1
71035,cg03515901,1
71044,cg03516394,1
71051,cg03516636,1
71064,cg03517252,1
71120,cg03520265,1
71126,cg03520496,1
71127,cg03520542,1
71159,cg03521775,1
71184,cg03522837,1
71203,cg03523524,1
71238,cg03524848,1
71247,cg03525266,1
71257,cg03525847,1
71259,cg03526100,1
71267,cg03526452,1
71268,cg03526455,1
71272,cg03526614,1
71298,cg03528016,1
71308,cg03528402,1
71333,cg03529641,1
71346,cg03530219,1
71350,cg03530393,1
71355,cg03530721,1
71367,cg03531177,1
71385,cg03532005,1
71388,cg03532026,1
71416,cg03533051,1
71418,cg03533091,1
71422,cg03533151,1
71423,cg03533216,1
71433,cg03533632,1
71434,cg03533702,1
71453,cg03534635,1
71472,cg03535417,1
71494,cg03536465,1
71501,cg03536686,1
71503,cg03536745,1
71508,cg03536861,1
71526,cg03537740,1
71537,cg03538169,1
71538,cg03538221,1
71554,cg03538787,1
71570,cg03539382,1
71580,cg03539808,1
71600,cg03540894,1
71619,cg03541799,1
71623,cg03541864,1
71640,cg03542754,1
71642,cg03542788,1
71654,cg03543533,1
71669,cg03544399,1
71705,cg03546619,1
71748,cg03548091,1
71810,cg03550773,1
71822,cg03551378,1
71824,cg03551406,1
71848,cg03552472,1
71854,cg03552804,1
71860,cg03553246,1
71866,cg03553404,1
71903,cg03554286,1
71907,cg03554431,1
71910,cg03554660,1
71924,cg03555190,1
71940,cg03555836,1
71956,cg03556869,1
71974,cg03558269,1
71976,cg03558326,1
72002,cg03559454,1
72029,cg03560861,1
72031,cg03560936,1
72053,cg03562350,1
72099,cg03564497,1
72113,cg03564865,1
72139,cg03566142,1
72142,cg03566191,1
72157,cg03567106,1
72161,cg03567151,1
72162,cg03567199,1
72170,cg03567814,1
72214,cg03570279,1
72223,cg03570948,1
72237,cg03571445,1
72238,cg03571507,1
72254,cg03572760,1
72259,cg03573109,1
72271,cg03573683,1
72296,cg03574712,1
72313,cg03575380,1
72317,cg03575489,1
72330,cg03575974,1
72342,cg03576480,1
72350,cg03576809,1
72352,cg03576863,1
72358,cg03577250,1
72387,cg03578552,1
72406,cg03579551,1
72413,cg03579885,1
72431,cg03580759,1
72468,cg03582982,1
72473,cg03583311,1
72496,cg03584535,1
72499,cg03584683,1
72500,cg03584693,1
72509,cg03585070,1
72512,cg03585211,1
72532,cg03585823,1
72536,cg03585974,1
72551,cg03586847,1
72575,cg03588189,1
72581,cg03588460,1
72594,cg03589282,1
72600,cg03589733,1
72611,cg03590418,1
72617,cg03591111,1
72645,cg03592166,1
72650,cg03592353,1
72653,cg03592654,1
72672,cg03593595,1
72680,cg03593908,1
72699,cg03595083,1
72715,cg03595533,1
72740,cg03596320,1
72756,cg03597463,1
72758,cg03597525,1
72766,cg03598021,1
72770,cg03598122,1
72773,cg03598287,1
72783,cg03598513,1
72788,cg03598919,1
72803,cg03599600,1
72816,cg03600195,1
72823,cg03600552,1
72835,cg03601368,1
72849,cg03601952,1
72878,cg03603114,1
72887,cg03603296,1
72908,cg03604077,1
72937,cg03605117,1
72960,cg03605858,1
72962,cg03606093,1
72965,cg03606214,1
72972,cg03606333,1
72982,cg03607071,1
73004,cg03607916,1
73019,cg03608577,1
73022,cg03608712,1
73037,cg03609398,1
73042,cg03609493,1
73045,cg03609614,1
73062,cg03610323,1
73063,cg03610439,1
73086,cg03611241,1
73092,cg03611536,1
73102,cg03611733,1
73116,cg03612445,1
73117,cg03612452,1
73126,cg03612700,1
73129,cg03612765,1
73147,cg03613782,1
73155,cg03614442,1
73163,cg03615063,1
73173,cg03615605,1
73189,cg03616559,1
73212,cg03618113,1
73243,cg03620559,1
73261,cg03621881,1
73265,cg03622199,1
73277,cg03623097,1
73283,cg03623288,1
73296,cg03623968,1
73304,cg03624576,1
73309,cg03624908,1
73318,cg03625285,1
73330,cg03625762,1
73363,cg03627309,1
73369,cg03627705,1
73377,cg03627944,1
73389,cg03628374,1
73412,cg03629907,1
73418,cg03630056,1
73432,cg03630756,1
73438,cg03630832,1
73447,cg03631455,1
73450,cg03631461,1
73465,cg03632289,1
73471,cg03632754,1
73473,cg03632935,1
73482,cg03633565,1
73486,cg03633803,1
73489,cg03634073,1
73490,cg03634234,1
73491,cg03634394,1
73492,cg03634397,1
73511,cg03635171,1
73523,cg03636048,1
73533,cg03636437,1
73542,cg03637007,1
73563,cg03638211,1
73564,cg03638432,1
73579,cg03638940,1
73592,cg03639572,1
73596,cg03639749,1
73612,cg03640215,1
73644,cg03641748,1
73685,cg03644034,1
73692,cg03644629,1
73694,cg03644703,1
73700,cg03645061,1
73716,cg03646297,1
73732,cg03646967,1
73736,cg03647317,1
73739,cg03647367,1
73741,cg03647452,1
73751,cg03647899,1
73777,cg03649060,1
73791,cg03649606,1
73796,cg03650068,1
73827,cg03651573,1
73839,cg03651973,1
73850,cg03652595,1
73862,cg03653377,1
73874,cg03653845,1
73882,cg03654106,1
73903,cg03654774,1
73907,cg03654920,1
73912,cg03655147,1
73940,cg03656632,1
73945,cg03656877,1
73957,cg03657549,1
73983,cg03658699,1
73987,cg03658982,1
73997,cg03659680,1
73998,cg03659851,1
74000,cg03660010,1
74018,cg03660606,1
74025,cg03660952,1
74042,cg03661752,1
74053,cg03662302,1
74069,cg03663072,1
74099,cg03664992,1
74106,cg03665229,1
74111,cg03665457,1
74118,cg03665832,1
74134,cg03666500,1
74135,cg03666506,1
74146,cg03667086,1
74150,cg03667317,1
74154,cg03667591,1
74166,cg03668386,1
74172,cg03668558,1
74174,cg03668629,1
74175,cg03668687,1
74184,cg03669037,1
74225,cg03670773,1
74234,cg03671148,1
74238,cg03671359,1
74259,cg03672499,1
74261,cg03672621,1
74263,cg03672679,1
74270,cg03673016,1
74275,cg03673295,1
74280,cg03673671,1
74312,cg03675307,1
74318,cg03676257,1
74329,cg03676947,1
74338,cg03677596,1
74343,cg03678035,1
74350,cg03678189,1
74362,cg03678938,1
74373,cg03679581,1
74376,cg03679734,1
74391,cg03680769,1
74393,cg03680808,1
74403,cg03681405,1
74414,cg03682192,1
74416,cg03682421,1
74423,cg03682712,1
74428,cg03683004,1
74450,cg03684644,1
74475,cg03686228,1
74482,cg03686645,1
74486,cg03686950,1
74495,cg03687305,1
74503,cg03687707,1
74510,cg03688085,1
74543,cg03689540,1
74548,cg03689904,1
74554,cg03690763,1
74574,cg03691756,1
74583,cg03692412,1
74595,cg03693197,1
74597,cg03693403,1
74602,cg03693553,1
74619,cg03694243,1
74622,cg03694293,1
74625,cg03694415,1
74629,cg03694517,1
74636,cg03694795,1
74645,cg03695260,1
74653,cg03695666,1
74657,cg03695739,1
74659,cg03695909,1
74660,cg03696126,1
74671,cg03696684,1
74681,cg03697411,1
74716,cg03699426,1
74763,cg03701341,1
74772,cg03701798,1
74774,cg03701884,1
74778,cg03702117,1
74780,cg03702392,1
74786,cg03702660,1
74792,cg03702965,1
74810,cg03703977,1
74828,cg03704653,1
74829,cg03704667,1
74835,cg03704894,1
74849,cg03705405,1
74853,cg03705718,1
74867,cg03706273,1
74869,cg03706395,1
74872,cg03706826,1
74879,cg03707118,1
74902,cg03708092,1
74906,cg03708221,1
74950,cg03711050,1
74957,cg03711562,1
74970,cg03712061,1
74980,cg03712487,1
74988,cg03712823,1
74989,cg03712837,1
75004,cg03713640,1
75009,cg03713826,1
75055,cg03716582,1
75057,cg03716591,1
75098,cg03718042,1
75171,cg03720898,1
75174,cg03721045,1
75213,cg03722812,1
75219,cg03723052,1
75238,cg03723787,1
75270,cg03725064,1
75271,cg03725115,1
75273,cg03725134,1
75293,cg03726525,1
75322,cg03727662,1
75331,cg03728197,1
75335,cg03728499,1
75345,cg03729035,1
75355,cg03729455,1
75356,cg03729462,1
75359,cg03729553,1
75373,cg03730280,1
75404,cg03731473,1
75411,cg03731727,1
75431,cg03732447,1
75435,cg03732638,1
75436,cg03732753,1
75447,cg03733278,1
75454,cg03734002,1
75489,cg03735077,1
75507,cg03736201,1
75518,cg03736807,1
75520,cg03736919,1
75521,cg03736928,1
75526,cg03737209,1
75537,cg03737788,1
75551,cg03738365,1
75570,cg03739382,1
75586,cg03740169,1
75639,cg03742947,1
75687,cg03745414,1
75696,cg03746115,1
75697,cg03746126,1
75699,cg03746136,1
75701,cg03746482,1
75702,cg03746520,1
75725,cg03747513,1
75757,cg03749599,1
75792,cg03751734,1
75794,cg03751829,1
75798,cg03751967,1
75799,cg03751973,1
75802,cg03752060,1
75836,cg03753670,1
75860,cg03754402,1
75886,cg03755955,1
75902,cg03757017,1
75908,cg03757250,1
75911,cg03757398,1
75915,cg03757653,1
75916,cg03757730,1
75921,cg03757938,1
75939,cg03758761,1
75958,cg03760060,1
75960,cg03760158,1
75962,cg03760226,1
75965,cg03760336,1
75980,cg03761091,1
75998,cg03761810,1
76011,cg03762258,1
76012,cg03762349,1
76024,cg03762702,1
76025,cg03762760,1
76051,cg03763942,1
76056,cg03764088,1
76076,cg03765260,1
76110,cg03767300,1
76119,cg03767562,1
76141,cg03768717,1
76146,cg03768847,1
76177,cg03770523,1
76184,cg03770877,1
76202,cg03771512,1
76214,cg03772020,1
76219,cg03772165,1
76221,cg03772227,1
76223,cg03772350,1
76232,cg03773163,1
76235,cg03773196,1
76253,cg03774026,1
76265,cg03774704,1
76310,cg03776857,1
76314,cg03776935,1
76336,cg03778373,1
76359,cg03779499,1
76371,cg03780264,1
76397,cg03781688,1
76408,cg03782437,1
76427,cg03783258,1
76435,cg03783948,1
76444,cg03784353,1
76458,cg03785065,1
76488,cg03786846,1
76512,cg03788227,1
76517,cg03788504,1
76523,cg03788995,1
76534,cg03789601,1
76537,cg03789791,1
76544,cg03790192,1
76557,cg03790804,1
76574,cg03791486,1
76577,cg03791799,1
76580,cg03791955,1
76585,cg03792296,1
76586,cg03792491,1
76592,cg03792839,1
76593,cg03792876,1
76603,cg03793486,1
76604,cg03793551,1
76614,cg03794214,1
76616,cg03794219,1
76617,cg03794288,1
76620,cg03794522,1
76630,cg03795157,1
76664,cg03797305,1
76686,cg03798915,1
76715,cg03800588,1
76716,cg03800648,1
76720,cg03800797,1
76733,cg03801429,1
76735,cg03801816,1
76739,cg03801901,1
76742,cg03801924,1
76749,cg03802231,1
76761,cg03802907,1
76763,cg03802982,1
76802,cg03804556,1
76830,cg03805929,1
76864,cg03807919,1
76869,cg03808043,1
76914,cg03811478,1
76950,cg03813885,1
76953,cg03813951,1
76957,cg03814093,1
76962,cg03814556,1
76984,cg03816081,1
77012,cg03818021,1
77019,cg03818569,1
77053,cg03820689,1
77055,cg03820725,1
77061,cg03820986,1
77087,cg03822658,1
77114,cg03824268,1
77117,cg03824562,1
77129,cg03825238,1
77138,cg03825670,1
77160,cg03826683,1
77166,cg03827298,1
77172,cg03827626,1
77186,cg03828459,1
77192,cg03828745,1
77199,cg03829216,1
77213,cg03830082,1
77215,cg03830168,1
77227,cg03830712,1
77230,cg03831054,1
77249,cg03832191,1
77251,cg03832220,1
77260,cg03832688,1
77267,cg03833060,1
77277,cg03833400,1
77281,cg03833512,1
77303,cg03834567,1
77308,cg03834906,1
77357,cg03837726,1
77373,cg03839074,1
77382,cg03839382,1
77402,cg03840351,1
77407,cg03840511,1
77408,cg03840594,1
77413,cg03840908,1
77414,cg03840912,1
77426,cg03841541,1
77437,cg03842063,1
77447,cg03842980,1
77457,cg03843892,1
77460,cg03843978,1
77469,cg03844506,1
77473,cg03844762,1
77492,cg03845870,1
77495,cg03846022,1
77500,cg03846240,1
77519,cg03847293,1
77531,cg03847716,1
77536,cg03847924,1
77541,cg03848111,1
77543,cg03848129,1
77566,cg03849262,1
77583,cg03850117,1
77584,cg03850198,1
77593,cg03850597,1
77594,cg03850694,1
77602,cg03850937,1
77613,cg03851467,1
77625,cg03851975,1
77636,cg03852551,1
77657,cg03853743,1
77721,cg03856714,1
77753,cg03858853,1
77759,cg03859186,1
77760,cg03859282,1
77764,cg03859561,1
77788,cg03860400,1
77790,cg03860530,1
77835,cg03862705,1
77836,cg03862760,1
77843,cg03863143,1
77853,cg03863628,1
77855,cg03863721,1
77860,cg03863979,1
77865,cg03864128,1
77884,cg03865944,1
77885,cg03865947,1
77886,cg03866003,1
77922,cg03868881,1
77950,cg03870360,1
77958,cg03870738,1
77974,cg03871162,1
78036,cg03874720,1
78040,cg03875082,1
78059,cg03876096,1
78068,cg03876564,1
78074,cg03876732,1
78109,cg03878802,1
78123,cg03879594,1
78146,cg03880785,1
78159,cg03881524,1
78162,cg03881711,1
78202,cg03884079,1
78224,cg03885144,1
78232,cg03885414,1
78246,cg03886242,1
78263,cg03887417,1
78272,cg03887614,1
78273,cg03887676,1
78276,cg03887724,1
78288,cg03888520,1
78309,cg03889479,1
78315,cg03889810,1
78328,cg03890634,1
78332,cg03890730,1
78333,cg03890814,1
78334,cg03890840,1
78338,cg03890998,1
78339,cg03891050,1
78355,cg03891652,1
78359,cg03891905,1
78383,cg03893030,1
78384,cg03893095,1
78396,cg03893642,1
78410,cg03894174,1
78424,cg03894892,1
78433,cg03895289,1
78446,cg03895880,1
78449,cg03896273,1
78456,cg03896685,1
78490,cg03898229,1
78491,cg03898302,1
78496,cg03898562,1
78505,cg03898962,1
78506,cg03898993,1
78523,cg03899708,1
78534,cg03900085,1
78546,cg03900446,1
78553,cg03900664,1
78556,cg03900826,1
78559,cg03900861,1
78560,cg03900934,1
78573,cg03901777,1
78592,cg03902905,1
78594,cg03903094,1
78642,cg03905640,1
78651,cg03905986,1
78656,cg03906073,1
78687,cg03907995,1
78690,cg03908242,1
78701,cg03909086,1
78709,cg03909504,1
78718,cg03909849,1
78737,cg03910793,1
78742,cg03911306,1
78746,cg03912011,1
78758,cg03913000,1
78771,cg03914274,1
78775,cg03914645,1
78800,cg03915738,1
78808,cg03915989,1
78812,cg03916104,1
78825,cg03916783,1
78833,cg03917138,1
78868,cg03919013,1
78877,cg03919779,1
78884,cg03920152,1
78889,cg03920392,1
78899,cg03920887,1
78906,cg03921396,1
78970,cg03925208,1
78997,cg03926968,1
79014,cg03928133,1
79031,cg03928924,1
79032,cg03928961,1
79035,cg03929089,1
79037,cg03929323,1
79042,cg03929570,1
79050,cg03929825,1
79053,cg03930004,1
79068,cg03930849,1
79080,cg03931416,1
79094,cg03932171,1
79103,cg03932453,1
79126,cg03933786,1
79133,cg03934167,1
79134,cg03934257,1
79154,cg03935072,1
79164,cg03935381,1
79180,cg03936031,1
79233,cg03939087,1
79246,cg03939762,1
79254,cg03940098,1
79286,cg03941975,1
79304,cg03943127,1
79326,cg03944122,1
79334,cg03944843,1
79358,cg03946106,1
79368,cg03946671,1
79414,cg03949031,1
79449,cg03950923,1
79453,cg03951180,1
79478,cg03952984,1
79480,cg03953077,1
79481,cg03953086,1
79488,cg03953305,1
79494,cg03953660,1
79511,cg03954173,1
79521,cg03954587,1
79536,cg03955314,1
79539,cg03955354,1
79557,cg03956243,1
79558,cg03956267,1
79561,cg03956426,1
79576,cg03957420,1
79593,cg03958104,1
79611,cg03958928,1
79612,cg03958956,1
79619,cg03959273,1
79625,cg03959625,1
79637,cg03960217,1
79653,cg03960747,1
79682,cg03962178,1
79686,cg03962288,1
79699,cg03962769,1
79707,cg03963049,1
79720,cg03963784,1
79729,cg03964233,1
79738,cg03964851,1
79748,cg03965414,1
79749,cg03965496,1
79767,cg03966099,1
79816,cg03969305,1
79822,cg03969724,1
79855,cg03970961,1
79865,cg03971484,1
79870,cg03971626,1
79880,cg03972219,1
79894,cg03972852,1
79908,cg03974275,1
79923,cg03975135,1
79927,cg03975271,1
79942,cg03975948,1
79969,cg03977236,1
79972,cg03977295,1
79981,cg03977822,1
79986,cg03978137,1
79999,cg03978761,1
80006,cg03979149,1
80013,cg03979284,1
80027,cg03980226,1
80040,cg03980764,1
80050,cg03981592,1
80055,cg03981906,1
80057,cg03982016,1
80075,cg03982998,1
80090,cg03983639,1
80093,cg03983684,1
80098,cg03983808,1
80108,cg03984295,1
80109,cg03984340,1
80135,cg03985484,1
80146,cg03986311,1
80151,cg03986418,1
80152,cg03986557,1
80160,cg03986722,1
80176,cg03987573,1
80181,cg03987660,1
80212,cg03988952,1
80232,cg03989694,1
80244,cg03990436,1
80281,cg03991807,1
80302,cg03992651,1
80328,cg03994248,1
80332,cg03994617,1
80369,cg03996098,1
80371,cg03996123,1
80383,cg03997080,1
80388,cg03997176,1
80390,cg03997232,1
80392,cg03997296,1
80406,cg03997970,1
80421,cg03998588,1
80485,cg04002063,1
80488,cg04002203,1
80503,cg04002935,1
80526,cg04004345,1
80539,cg04004787,1
80548,cg04005334,1
80568,cg04006206,1
80606,cg04008438,1
80609,cg04008601,1
80614,cg04008843,1
80644,cg04010325,1
80655,cg04010872,1
80667,cg04011253,1
80678,cg04011620,1
80682,cg04011712,1
80695,cg04012282,1
80707,cg04012618,1
80722,cg04013089,1
80729,cg04013419,1
80775,cg04016086,1
80778,cg04016144,1
80792,cg04016765,1
80794,cg04016798,1
80797,cg04016992,1
80803,cg04017193,1
80817,cg04017836,1
80831,cg04018625,1
80840,cg04019148,1
80842,cg04019371,1
80848,cg04019954,1
80858,cg04020735,1
80875,cg04021497,1
80892,cg04021884,1
80897,cg04022023,1
80917,cg04023335,1
80927,cg04023663,1
80932,cg04023872,1
80939,cg04024413,1
80958,cg04025244,1
80971,cg04025889,1
80986,cg04026763,1
81008,cg04027757,1
81009,cg04027778,1
81025,cg04028541,1
81037,cg04029055,1
81046,cg04029532,1
81074,cg04031354,1
81079,cg04031454,1
81106,cg04033650,1
81113,cg04034458,1
81114,cg04034517,1
81120,cg04034846,1
81148,cg04036088,1
81160,cg04036777,1
81169,cg04037372,1
81185,cg04038500,1
81186,cg04038601,1
81193,cg04038932,1
81197,cg04039292,1
81202,cg04039777,1
81216,cg04041159,1
81235,cg04042582,1
81236,cg04042800,1
81244,cg04043334,1
81276,cg04044471,1
81309,cg04047050,1
81314,cg04047414,1
81324,cg04048218,1
81338,cg04048887,1
81343,cg04049102,1
81344,cg04049141,1
81354,cg04049637,1
81397,cg04052606,1
81409,cg04053242,1
81433,cg04054982,1
81449,cg04055779,1
81472,cg04056966,1
81529,cg04059461,1
81560,cg04060888,1
81561,cg04060904,1
81566,cg04061225,1
81567,cg04061361,1
81573,cg04061622,1
81579,cg04062104,1
81585,cg04062303,1
81590,cg04062567,1
81662,cg04065727,1
81666,cg04065867,1
81692,cg04067157,1
81707,cg04068248,1
81712,cg04068595,1
81736,cg04069867,1
81738,cg04069948,1
81744,cg04070211,1
81786,cg04072156,1
81791,cg04072419,1
81799,cg04072843,1
81804,cg04073061,1
81852,cg04075783,1
81872,cg04076763,1
81881,cg04077100,1
81913,cg04078634,1
81925,cg04079206,1
81949,cg04080291,1
81954,cg04080517,1
81978,cg04082061,1
81986,cg04082898,1
81996,cg04083575,1
82001,cg04083921,1
82018,cg04084436,1
82022,cg04084786,1
82036,cg04085699,1
82058,cg04086442,1
82073,cg04087434,1
82100,cg04089197,1
82132,cg04090794,1
82143,cg04091454,1
82146,cg04091628,1
82177,cg04093125,1
82191,cg04093821,1
82196,cg04094107,1
82208,cg04094508,1
82210,cg04094633,1
82214,cg04094723,1
82235,cg04095711,1
82239,cg04095790,1
82243,cg04095921,1
82247,cg04096085,1
82261,cg04096697,1
82271,cg04097312,1
82311,cg04099186,1
82317,cg04099436,1
82326,cg04099697,1
82346,cg04100492,1
82393,cg04102648,1
82418,cg04103532,1
82429,cg04104228,1
82430,cg04104235,1
82441,cg04104789,1
82446,cg04105121,1
82452,cg04105349,1
82479,cg04106436,1
82488,cg04106782,1
82502,cg04107318,1
82506,cg04107679,1
82507,cg04107699,1
82509,cg04107754,1
82517,cg04108296,1
82544,cg04109704,1
82560,cg04110531,1
82595,cg04112058,1
82614,cg04112704,1
82616,cg04112787,1
82638,cg04113920,1
82651,cg04114537,1
82653,cg04114590,1
82657,cg04114723,1
82661,cg04115104,1
82670,cg04115602,1
82693,cg04116790,1
82728,cg04118035,1
82748,cg04118849,1
82762,cg04119701,1
82787,cg04120680,1
82792,cg04120842,1
82793,cg04121028,1
82806,cg04121866,1
82813,cg04122161,1
82826,cg04122773,1
82847,cg04123665,1
82852,cg04123941,1
82857,cg04124260,1
82880,cg04125223,1
82916,cg04127255,1
82923,cg04127706,1
82937,cg04128281,1
82946,cg04128718,1
82983,cg04130886,1
82991,cg04131153,1
82996,cg04131442,1
83008,cg04131898,1
83035,cg04132651,1
83060,cg04134069,1
83081,cg04134845,1
83083,cg04134958,1
83096,cg04135434,1
83117,cg04136449,1
83181,cg04139514,1
83189,cg04139847,1
83193,cg04140045,1
83194,cg04140153,1
83203,cg04140614,1
83218,cg04141000,1
83241,cg04141788,1
83254,cg04142312,1
83276,cg04143547,1
83277,cg04143592,1
83295,cg04144462,1
83299,cg04144603,1
83300,cg04144604,1
83303,cg04144686,1
83307,cg04144911,1
83321,cg04145565,1
83334,cg04146151,1
83338,cg04146553,1
83360,cg04147940,1
83386,cg04149171,1
83393,cg04149405,1
83421,cg04150790,1
83446,cg04152341,1
83450,cg04152610,1
83454,cg04152675,1
83464,cg04153135,1
83466,cg04153241,1
83474,cg04153595,1
83486,cg04154034,1
83505,cg04154986,1
83509,cg04155147,1
83511,cg04155231,1
83545,cg04156889,1
83557,cg04157194,1
83568,cg04157726,1
83579,cg04158140,1
83589,cg04158878,1
83605,cg04159905,1
83608,cg04160046,1
83618,cg04160876,1
83628,cg04161603,1
83629,cg04161784,1
83637,cg04162223,1
83651,cg04162949,1
83663,cg04163637,1
83692,cg04165073,1
83708,cg04165857,1
83746,cg04167239,1
83752,cg04167725,1
83754,cg04167804,1
83755,cg04167811,1
83758,cg04167842,1
83765,cg04168185,1
83769,cg04168554,1
83788,cg04169534,1
83799,cg04170184,1
83816,cg04170999,1
83845,cg04172395,1
83852,cg04172771,1
83854,cg04172848,1
83858,cg04173048,1
83870,cg04173523,1
83894,cg04174466,1
83905,cg04175109,1
83910,cg04175569,1
83920,cg04175957,1
83921,cg04176108,1
83936,cg04176888,1
83951,cg04177517,1
83959,cg04178011,1
83966,cg04178446,1
83970,cg04178852,1
83983,cg04179670,1
84013,cg04181013,1
84017,cg04181079,1
84018,cg04181121,1
84036,cg04181696,1
84037,cg04181701,1
84040,cg04181882,1
84051,cg04182591,1
84055,cg04182927,1
84066,cg04184063,1
84067,cg04184107,1
84094,cg04185470,1
84099,cg04185861,1
84113,cg04186622,1
84124,cg04187433,1
84133,cg04188095,1
84141,cg04188562,1
84147,cg04189149,1
84165,cg04190002,1
84169,cg04190459,1
84183,cg04191142,1
84209,cg04192760,1
84212,cg04192879,1
84217,cg04193083,1
84229,cg04193835,1
84249,cg04194479,1
84255,cg04194728,1
84269,cg04195340,1
84280,cg04195831,1
84293,cg04196808,1
84300,cg04197155,1
84313,cg04197632,1
84320,cg04197935,1
84329,cg04198231,1
84334,cg04198535,1
84353,cg04199720,1
84357,cg04199943,1
84360,cg04200026,1
84370,cg04200524,1
84376,cg04200704,1
84382,cg04201293,1
84394,cg04202122,1
84432,cg04204079,1
84443,cg04204557,1
84465,cg04206025,1
84466,cg04206038,1
84470,cg04206284,1
84475,cg04206351,1
84483,cg04206644,1
84487,cg04206742,1
84500,cg04207317,1
84536,cg04209051,1
84555,cg04210186,1
84557,cg04210254,1
84593,cg04212047,1
84624,cg04213235,1
84634,cg04213808,1
84644,cg04214399,1
84650,cg04214566,1
84674,cg04215666,1
84675,cg04215672,1
84677,cg04215757,1
84682,cg04215883,1
84689,cg04216117,1
84700,cg04216589,1
84703,cg04216796,1
84707,cg04217096,1
84733,cg04218030,1
84774,cg04219946,1
84783,cg04220230,1
84793,cg04220881,1
84816,cg04221836,1
84840,cg04223135,1
84868,cg04224084,1
84877,cg04225046,1
84922,cg04226766,1
84943,cg04227643,1
84952,cg04227945,1
84956,cg04228021,1
84972,cg04228794,1
84980,cg04229253,1
84986,cg04229842,1
85020,cg04231427,1
85021,cg04231429,1
85023,cg04231541,1
85033,cg04231937,1
85050,cg04232788,1
85080,cg04234412,1
85101,cg04235343,1
85102,cg04235388,1
85132,cg04237127,1
85135,cg04237429,1
85161,cg04238737,1
85163,cg04238789,1
85173,cg04239536,1
85187,cg04239911,1
85199,cg04240493,1
85204,cg04240603,1
85209,cg04240971,1
85227,cg04241858,1
85264,cg04244155,1
85287,cg04245228,1
85307,cg04245873,1
85314,cg04246123,1
85329,cg04246864,1
85361,cg04248439,1
85365,cg04248512,1
85368,cg04248937,1
85382,cg04249613,1
85391,cg04250180,1
85396,cg04250587,1
85404,cg04250904,1
85414,cg04251543,1
85431,cg04252529,1
85434,cg04252616,1
85435,cg04252689,1
85444,cg04252957,1
85447,cg04253037,1
85467,cg04254389,1
85475,cg04254693,1
85516,cg04256888,1
85556,cg04258333,1
85565,cg04258811,1
85577,cg04259560,1
85580,cg04259687,1
85581,cg04259703,1
85589,cg04259971,1
85592,cg04260057,1
85596,cg04260293,1
85613,cg04261102,1
85624,cg04261665,1
85630,cg04262197,1
85638,cg04262892,1
85642,cg04263092,1
85646,cg04263163,1
85653,cg04263391,1
85668,cg04264272,1
85669,cg04264289,1
85683,cg04264766,1
85687,cg04265051,1
85689,cg04265188,1
85691,cg04265227,1
85694,cg04265332,1
85696,cg04265425,1
85715,cg04266383,1
85727,cg04267008,1
85751,cg04268211,1
85755,cg04268390,1
85781,cg04269791,1
85783,cg04269879,1
85785,cg04269909,1
85792,cg04270339,1
85822,cg04271801,1
85827,cg04272052,1
85839,cg04272710,1
85840,cg04272712,1
85843,cg04272838,1
85882,cg04275172,1
85893,cg04275570,1
85899,cg04275841,1
85914,cg04276288,1
85930,cg04276750,1
85937,cg04276977,1
85945,cg04277319,1
85964,cg04278225,1
85966,cg04278444,1
85976,cg04279411,1
85983,cg04279729,1
86004,cg04281019,1
86015,cg04281426,1
86025,cg04282206,1
86031,cg04282497,1
86042,cg04283307,1
86047,cg04283488,1
86062,cg04284150,1
86063,cg04284164,1
86064,cg04284169,1
86095,cg04285418,1
86115,cg04286297,1
86116,cg04286307,1
86121,cg04286540,1
86125,cg04286729,1
86131,cg04287075,1
86134,cg04287168,1
86148,cg04287983,1
86162,cg04289061,1
86164,cg04289078,1
86171,cg04289416,1
86176,cg04289820,1
86181,cg04290085,1
86182,cg04290108,1
86184,cg04290133,1
86195,cg04290528,1
86213,cg04291221,1
86226,cg04292301,1
86235,cg04292830,1
86250,cg04293325,1
86254,cg04293489,1
86257,cg04293703,1
86261,cg04293770,1
86266,cg04293891,1
86308,cg04296203,1
86379,cg04300298,1
86391,cg04301343,1
86410,cg04302570,1
86439,cg04304019,1
86481,cg04305539,1
86490,cg04305725,1
86524,cg04307457,1
86525,cg04307491,1
86528,cg04307553,1
86562,cg04309037,1
86576,cg04309404,1
86588,cg04310266,1
86594,cg04310517,1
86617,cg04311722,1
86622,cg04311971,1
86624,cg04312119,1
86631,cg04312752,1
86652,cg04313941,1
